"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert_caIssuers <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","Cloudflare TLS Issuing RSA CA 1 (CLOUDFLARE, INC. from US)","",""
"intermediate_cert <#1> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFUDCCAzigAwIBAgIQVd+QyTw1kJUIhgZviwCzbDANBgkqhkiG9w0BAQsFADBPMQswCQYDVQQGEwJVUzEYMBYGA1UECgwPU1NMIENvcnBvcmF0aW9uMSYwJAYDVQQDDB1TU0wuY29tIFRMUyBUcmFuc2l0IFJTQSBDQSBSMjAeFw0yMzEwMzExNzE4NTZaFw0zMzEwMjgxNzE4NTVaMFIxCzAJBgNVBAYTAlVTMRkwFwYDVQQKDBBDTE9VREZMQVJFLCBJTkMuMSgwJgYDVQQDDB9DbG91ZGZsYXJlIFRMUyBJc3N1aW5nIFJTQSBDQSAxMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAk4EBjvfL2f3hibzSR3cEvMRR1omxX/mrrPIEFhA7ybTrvBk/QCe29KDCQBlvxjAMdYuo3WawooMtAxZW5OEt+50/moVOgfDpGI57L0X5qL1Ci1FYDtNYXlH3HX9u31YWoyaIfPEic/SNuY4qlif+psVIWBn+DYpt3/yZNCfFAuETaSXy6pjV+0o7mWdZF5mpeGe/LA2aAz2i9BPa1PQy7HTCc0yLEkqIL9XDPZ32d0x/GuHeWSCRP+ODv39iwzT7o7GdR1g0CV8VnPZZRkO6oAuRCsmQO+MgYXEFudj5MAutuTdX2Wq9BuE+dnTre1MVDZPUg+rSPrA44YI22jUnhwIDAQABo4IBIzCCAR8wEgYDVR0TAQH/BAgwBgEB/wIBADAfBgNVHSMEGDAWgBQhQTRjjh2RDMPdtiSwqId7jWVgCDBIBggrBgEFBQcBAQQ8MDowOAYIKwYBBQUHMAKGLGh0dHA6Ly9jZXJ0LnNzbC5jb20vU1NMLmNvbS1UTFMtVC1SU0EtUjIuY2VyMBEGA1UdIAQKMAgwBgYEVR0gADAdBgNVHSUEFjAUBggrBgEFBQcDAgYIKwYBBQUHAwEwPQYDVR0fBDYwNDAyoDCgLoYsaHR0cDovL2NybHMuc3NsLmNvbS9TU0wuY29tLVRMUy1ULVJTQS1SMi5jcmwwHQYDVR0OBBYEFAVttNnJWBfh0AGn9S8gakg9mvQXMA4GA1UdDwEB/wQEAwIBhjANBgkqhkiG9w0BAQsFAAOCAgEANR6LWA13F8P6Nm2/8UpyUrnSm7Meh/QYCWKGW/c23q9/MtRh+GanyEWf94zNdDIZATOvyAZzIbRDuNV0//bHiRn0qjzsikap63YK6qVwAg/25iYKh1DeWWAkFs3XtpudhvZQ5YYlQEz7mD7+vXgQGl3DldryfZjMV9yKuEPo9obfdjuSU0vQOlct/UQU2seYhQXMfd0DqnFN4rZWyDSvGrflVFcK4kvxBCTEaAeWmevtEwMlTyu4L1EQvFT2gsnFEjqBr15VwTu3Jb5YcB4d+H/DszM9PA3b2FvT9U6nd6ZwLfv9GHwnZr7hempe8ZJOUh9Owd1K3HEsszuPe+CyTuNeCHfE3ktu0nOEW5FYNaa88z8xGaIgmba95L35vFRahkzbFyGY9942tsDNKtd1UmJuDCoz2NpB9QgK+viAoARxYniuWj4i0b/EWKy7+nTQWNH+MYp+iZuGyuL9o7nk0kM9SFB2U0d25LD0BVNI/6JpjX1TRAXDTcSh28AYiJg0ioJICOWXrQENYY6H2hfT2Abo1QP+NFfr3Tu0KtZTgkGx/5vO+T2akhQOKXFr6aMVNQ44BLhUgu7FaJsiH80kFZYIm9CzfnR0oQGZr+/jF2ttPm5hvApPGmbkfR/eweYpYZSz/52cwc50rdQy0kNwcFYebGYXu73qou65FGzSSx0=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","CB89B4B505DD2FF5EDFCE618359FD6E288AD7905C2486103FF56FCD1D5DE1857","",""
"intermediate_cert_notBefore <#1> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","2023-10-31 17:18","",""
"intermediate_cert_notAfter <#1> <hostCert#1>","visa.com.sg/162.159.153.2","443","OK","2033-10-28 17:18","",""
"intermediate_cert_expiration <#1> <hostCert#1>","visa.com.sg/162.159.153.2","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","Cloudflare TLS Issuing RSA CA 1 <-- SSL.com TLS Transit RSA CA R2","",""
"intermediate_cert <#2> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","-----BEGIN CERTIFICATE-----\nMIIFfTCCBGWgAwIBAgIQUl2fDZZ6EH1gqmdbOsHpyDANBgkqhkiG9w0BAQsFADB7MQswCQYDVQQGEwJHQjEbMBkGA1UECAwSR3JlYXRlciBNYW5jaGVzdGVyMRAwDgYDVQQHDAdTYWxmb3JkMRowGAYDVQQKDBFDb21vZG8gQ0EgTGltaXRlZDEhMB8GA1UEAwwYQUFBIENlcnRpZmljYXRlIFNlcnZpY2VzMB4XDTI0MDYyMTAwMDAwMFoXDTI4MTIzMTIzNTk1OVowTzELMAkGA1UEBhMCVVMxGDAWBgNVBAoMD1NTTCBDb3Jwb3JhdGlvbjEmMCQGA1UEAwwdU1NMLmNvbSBUTFMgVHJhbnNpdCBSU0EgQ0EgUjIwggIiMA0GCSqGSIb3DQEBAQUAA4ICDwAwggIKAoICAQC6lZ8Z2WYAqAXZr43sbFCdaz+5MU8liFkrqzD5CcOL8AOaKtB1Ggx5t8GjUibUAYvuCNXeUzd4awBM4ARRoWp8xzRI+AG9YxUH5lWtsmyhfyW4E7VvpRpi5s3tOyQVv8rCpdNB0R/HYM4+wPxigadbL2Cc46fTcbeV2MBPOc9lyVJASewIXQQhI0+CsKOVA4AD3Cj27QhnpvJONchn+hVgvTTDVSkmlrvaFjH3KPzEJsRIiv6Wyc1bpkDyV6+bPzkzXtntXhdXb/RrAcky7ldxN5I0xZd2ESfMUU6yQbqkIfAaBj1Uxd7y780ir5beWijPQU1VsU4NcEpxwQ8CkcFK7GosXIAOS1XhFbbO7QpfF6Nxe8QGAcC5Dx38f5vubR3PMheivltQSxlGJOhMlidqxehxbaxH47wRQoT2p/3MXHBDydUetOwJLlRxct6ms9px9qD8ubnUX4TmUc88tfWzFM8tWrKNrhQjo/GB/585rBv+MZ+8JwjySCjY0Tiy4WcwBo3sacCyXXWGoJH2hoq2QbVHW0QpQLSQ2wXClnyo6juVXRW++ZwtCu2MOx5xnadnqD2u/2fH+EAHsCplAtICVR8j/GeFQGWbdPSXTUrSy0OKm9BiQjJ9GCw4eUZa8zYbOKnsFH+2NtZN4pYLP3M7wS8IWceGUEkSP5Izm+qWZwIDAQABo4IBJzCCASMwHwYDVR0jBBgwFoAUoBEKIz6W8Qfs4q8p74Klf9AwpLQwHQYDVR0OBBYEFCFBNGOOHZEMw922JLCoh3uNZWAIMA4GA1UdDwEB/wQEAwIBhjASBgNVHRMBAf8ECDAGAQH/AgEBMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjAjBgNVHSAEHDAaMAgGBmeBDAECATAOBgwrBgEEAYKpMAEDAQEwQwYDVR0fBDwwOjA4oDagNIYyaHR0cDovL2NybC5jb21vZG9jYS5jb20vQUFBQ2VydGlmaWNhdGVTZXJ2aWNlcy5jcmwwNAYIKwYBBQUHAQEEKDAmMCQGCCsGAQUFBzABhhhodHRwOi8vb2NzcC5jb21vZG9jYS5jb20wDQYJKoZIhvcNAQELBQADggEBACZcAf5T5xGRWOoV+HvXXdj8P61F5OxDxY/lC/6feUgFY8qUO9yPipfxlDOgelM0YgFkHK4GLCuIKgfP+QpREuKMkJP6k4tylKAEdr+DdFgwHJEWwbPFg/sZHYWzUPENc1ypStXWHXOXlk/fbIylocSSbqN9oRM50+YKeLFy6+1jK12QJVJKMiLYKxiRvhCaWyqLhFsVGeNNgbOdrkjRBNTYSv8s2qJA2xZSYF1bkeo3bK94qx/FTbwCOigSsK6yeLeb585rLBNiO5MhPTY85Cbb8aZfkUryrqJoy993BoyKp9YDiM8QA3Mome64gxVZFNKy3ieVQFNDMoHK9DZgfLk=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","EBD417F595C3F259B7455C8135293505B692C47E0F74D3BA885CE22C8875CA28","",""
"intermediate_cert_notBefore <#2> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","2024-06-21 00:00","",""
"intermediate_cert_notAfter <#2> <hostCert#1>","visa.com.sg/162.159.153.2","443","OK","2028-12-31 23:59","",""
"intermediate_cert_expiration <#2> <hostCert#1>","visa.com.sg/162.159.153.2","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2> <hostCert#1>","visa.com.sg/162.159.153.2","443","INFO","SSL.com TLS Transit RSA CA R2 <-- AAA Certificate Services","",""
"intermediate_cert_badOCSP <hostCert#1>","visa.com.sg/162.159.153.2","443","OK","intermediate certificate(s) is/are ok","",""
"cert_signatureAlgorithm <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","ECDSA with SHA256","",""
"cert_keySize <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","EC 256 bits (curve P-256)","",""
"cert_keyUsage <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","Digital Signature","",""
"cert_extKeyUsage <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","TLS Web Client Authentication, TLS Web Server Authentication","",""
"cert_serialNumber <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","16F4E1B7F539275B4FBDD33E88708EE0","",""
"cert_serialNumberLen <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","16","",""
"cert_fingerprintSHA1 <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","58F3D655EBDB030923CE5A6B9EED475BF155B8FA","",""
"cert_fingerprintSHA256 <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","03D1354FF2E50857A679530535F156B1F8684F7326FF0D1A96170276E1BCE9F0","",""
"cert <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","-----BEGIN CERTIFICATE-----\nMIIESDCCA+6gAwIBAgIQFvTht/U5J1tPvdM+iHCO4DAKBggqhkjOPQQDAjBSMQswCQYDVQQGEwJVUzEZMBcGA1UECgwQQ0xPVURGTEFSRSwgSU5DLjEoMCYGA1UEAwwfQ2xvdWRmbGFyZSBUTFMgSXNzdWluZyBFQ0MgQ0EgMTAeFw0yNDEwMTcwMjQyMTRaFw0yNTEwMTcwMjQ1MjBaMBYxFDASBgNVBAMMC3Zpc2EuY29tLnNnMFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEoUhpSCcvauPFRHGI6dnkGBD+3DRSjVX1WPN0lfb2ajH3P0M1+/XTWr3Kx1S9ezLJ5699fa4VOT1xBZZNPVffbaOCAuAwggLcMAwGA1UdEwEB/wQCMAAwHwYDVR0jBBgwFoAUnMQJckcYF3unGomzkjXV4QOM/pIwbAYIKwYBBQUHAQEEYDBeMDkGCCsGAQUFBzAChi1odHRwOi8vaS5jZi1iLnNzbC5jb20vQ2xvdWRmbGFyZS1UTFMtSS1FMS5jZXIwIQYIKwYBBQUHMAGGFWh0dHA6Ly9vLmNmLWIuc3NsLmNvbTAWBgNVHREEDzANggt2aXNhLmNvbS5zZzAjBgNVHSAEHDAaMAgGBmeBDAECATAOBgwrBgEEAYKpMAEDAQEwHQYDVR0lBBYwFAYIKwYBBQUHAwIGCCsGAQUFBwMBMD4GA1UdHwQ3MDUwM6AxoC+GLWh0dHA6Ly9jLmNmLWIuc3NsLmNvbS9DbG91ZGZsYXJlLVRMUy1JLUUxLmNybDAOBgNVHQ8BAf8EBAMCB4AwDwYJKwYBBAGC2kssBAIFADCCAX4GCisGAQQB1nkCBAIEggFuBIIBagFoAHUAEvFONL1TckyEBhnDjz96E/jntWKHiJxtMAWE6+WGJjoAAAGSmGPgUQAABAMARjBEAiAv/Y2JImiumuxnL3vgq69mo8yAVTARB76qv9rvNAsyOQIgdGOgMWiYlUiKmS2/MQZZdeAV4uXRBVEV3PvGe65ntLYAdgAN4fIwK9MNwUBiEgnqVS78R3R8sdfpMO8OQh60fk6qNAAAAZKYY+BQAAAEAwBHMEUCIQD+8FNYZVHUBmAU2+fRrwTLy7cSiwIJ3pdsI3OH8YpXsQIgDT2/ItoGst8h/pXndV3hNwOtStnc4YQtWlu6G5p6XiIAdwDM+w9qhXEJZf6Vm1PO6bJ8IumFXA2XjbapflTA/kwNsAAAAZKYY+CEAAAEAwBIMEYCIQCAMoAMkdWHhqjaiCe/PS7BMV/svrVCnQETVHYIkxZSEwIhANM0jDd4YHnFYFO7dhBPqcg/Uldb5FgVtYymQ8kd537uMAoGCCqGSM49BAMCA0gAMEUCIHjfYfGqVaSN58qooMbKZlugPIQ6YNGAP84NYLDsaSavAiEA/kasIVJGaSaFdysEOONXp2hDIzv800QGgIXkhswbO+s=\n-----END CERTIFICATE-----","",""
"cert_commonName <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","visa.com.sg","",""
"cert_commonName_wo_SNI <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","request w/o SNI didn't succeed, usual for EC certificates","",""
"cert_subjectAltName <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","visa.com.sg","",""
"cert_trust <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","passed.","",""
"cert_certificatePolicies_EV <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","no","",""
"cert_expirationStatus <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","240 >= 60 days","",""
"cert_notBefore <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","2024-10-17 02:42","",""
"cert_notAfter <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","2025-10-17 02:45","",""
"cert_extlifeSpan <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","not present","",""
"cert_crlDistributionPoints <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","http://c.cf-b.ssl.com/Cloudflare-TLS-I-E1.crl","",""
"cert_ocspURL <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","http://o.cf-b.ssl.com","",""
"OCSP_stapling <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","offered","",""
"cert_ocspRevoked <hostCert#2>","visa.com.sg/162.159.153.2","443","WARN","unable to verify response","",""
"cert_mustStapleExtension <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","--","",""
"DNS_CAArecord <hostCert#2>","visa.com.sg/162.159.153.2","443","LOW","--","",""
"certificate_transparency <hostCert#2>","visa.com.sg/162.159.153.2","443","OK","yes (certificate extension)","",""
"certs_countServer <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","3","",""
"certs_list_ordering_problem <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","no","",""
"cert_caIssuers <hostCert#2>","visa.com.sg/162.159.153.2","443","INFO","Cloudflare TLS Issuing ECC CA 1 (CLOUDFLARE, INC. from US)","",""
